"miasto";"ulica";"pokoi";"powierzchnia";"pietro";"cena";"cenam2";"dzielnica";"data"
"Krakow";"maly plaszow";2;57;"parter";335000;5878;"Podgorze";2011-09-14
"Krakow";"podlesie";3;62;"3";348000;5613;"Podgorze";2011-09-14
"Krakow";"rydygiera";4;73;"parter";350000;4795;"Podgorze";2011-09-14
"Krakow";"topazowa";1;31;"2";185000;5968;"Podgorze";2011-09-14
"Krakow";"nefrytowa";1;21;"1";145000;6905;"Podgorze";2011-09-14
"Krakow";"kuznicy kollatajowskiej";2;36;"2";279000;7750;"Krowodrza";2011-09-14
"Krakow";"";2;34.55;"5";241850;7001;"Podgorze";2011-09-14
"Krakow";"";3;54.76;"4";339512;6200;"Podgorze";2011-09-14
"Krakow";"";2;31.23;"3";218610;7000;"Podgorze";2011-09-14
"Krakow";"";2;31.23;"3";218610;7000;"Podgorze";2011-09-14
"Krakow";"krakowska";2;55.29;"1";545000;9858;"Stare Miasto";2011-09-14
"Krakow";"wisniowa ";3;60;"7";465000;7750;"Grzegorzki";2011-09-14
"Krakow";"raclawicka";3;66;"2";570000;8637;"Bronowice";2011-09-14
"Krakow";"bohaterow wrzesnia";2;34;"10";205000;6030;"Nowa Huta";2011-09-14
"Krakow";"chrobrego";3;58;"1";420000;7242;"Grzegorzki";2011-09-14
"Krakow";"pachonskiego";3;59.5;"8";360000;6051;"Pradnik Bialy";2011-09-14
"Krakow";"";3;380;"4";925000;2435;"Krowodrza";2011-09-14
"Krakow";"fieldorfa nila";2;47;"5";385000;8192;"Krowodrza";2011-09-14
"Krakow";"nowosadecka";2;45;"4";278700;6194;"Podgorze";2011-09-14
"Krakow";"dobrego pasterza";5;150;"3";760000;5067;"Pradnik Czerwony";2011-09-14
"Krakow";"aleje grottgera";2;54;"parter";6e+05;11112;"Krowodrza";2011-09-14
"Krakow";"";3;74.34;"8";398000;5354;"Nowa Huta";2011-09-14
"Krakow";"gorali";3;62.19;"2";339000;5452;"Nowa Huta";2011-09-14
"Krakow";"oswiecenia";3;54;"5";365000;6760;"Nowa Huta";2011-09-14
"Krakow";"szafrana";3;61;"";382000;6263;"Podgorze";2011-09-14
"Krakow";"mogilska";2;52;"2";350000;6731;"Grzegorzki";2011-09-14
"Krakow";"maly plaszow";2;57;"parter";335000;5878;"Podgorze";2011-09-14
"Krakow";"spoldzielcow";2;37.1;"9";215000;5796;"Podgorze";2011-09-14
"Krakow";"bialoruska";2;45.02;"3";269000;5976;"Podgorze Duchackie";2011-09-14
"Krakow";"spoldzielcow";1;24.3;"2";150000;6173;"Podgorze";2011-09-14
"Krakow";"aleja pokoju";1;32;"6";236000;7375;"Grzegorzki";2011-09-14
"Krakow";"szlak";2;52.8;"3";579000;10966;"Stare Miasto";2011-09-14
"Krakow";"sloneczne";1;22;"3";170000;7728;"Nowa Huta";2011-09-14
"Krakow";"chelmonskiego jozefa";5;100;"1";665000;6650;"Pradnik Bialy";2011-09-14
"Krakow";"azory";1;36.2;"2";286000;7901;"Pradnik Bialy";2011-09-14
"Krakow";"gliniana";4;85;"5";460000;5412;"Podgorze";2011-09-14
"Krakow";"mostowa";2;82;"2";670000;8171;"Stare Miasto";2011-09-14
"Krakow";"pradnicka";3;44.6;"5";260000;5830;"Krowodrza";2011-09-14
"Krakow";"tatarska";3;60;"3";590000;9834;"Zwierzyniec";2011-09-14
"Krakow";"krakowska";2;55;"4";545000;9910;"Stare Miasto";2011-09-14
"Krakow";"lubicz";1;27;"parter";270000;10000;"Stare Miasto";2011-09-14
"Krakow";"kurdwanow";3;62.3;"4";360000;5779;"Podgorze Duchackie";2011-09-14
"Krakow";"grzegorzecka";2;71.4;"3";489000;6849;"Grzegorzki";2011-09-14
"Krakow";"";1;25;"4";209000;8360;"Grzegorzki";2011-09-14
"Krakow";"plac centralny";2;46;"3";289000;6283;"Nowa Huta";2011-09-14
"Krakow";"warszawska";2;50;"4";435000;8700;"Stare Miasto";2011-09-14
"Krakow";"bytomska";5;196;"3";1800000;9184;"Krowodrza";2011-09-14
"Krakow";"senatorska";2;59.6;"1";435000;7299;"Zwierzyniec";2011-09-14
"Krakow";"g";3;80;"3";640000;8000;"Bronowice";2011-09-14
"Krakow";"bytomska";4;124;"3";1160000;9355;"Krowodrza";2011-09-14
"Krakow";"prusa";1;36.45;"2";305000;8368;"Zwierzyniec";2011-09-14
"Krakow";"przemyslowa";2;81;"2";623000;7692;"Podgorze";2011-09-14
"Krakow";"bytomska";3;76;"4";640000;8422;"Krowodrza";2011-09-14
"Krakow";"kazimierza wielkiego";2;40;"1";325000;8125;"Krowodrza";2011-09-14
"Krakow";"sw";4;150;"1";1500000;10000;"Stare Miasto";2011-09-14
"Krakow";"plac na stawach";2;32;"4";256000;8000;"Zwierzyniec";2011-09-14
"Krakow";"urzednicza";4;97;"2";950000;9794;"Krowodrza";2011-09-14
"Krakow";"witosa";5;132;"parter";750000;5682;"Podgorze Duchackie";2011-09-14
"Krakow";"limanowskiego";3;80;"1";570000;7125;"Podgorze";2011-09-14
"Krakow";"plac na stawach";2;31.33;"3";250640;8000;"Zwierzyniec";2011-09-14
"Krakow";"kleparz";2;64;"7";850000;13282;"Stare Miasto";2011-09-14
"Krakow";"bonerowska";3;55.12;"parter";303160;5500;"Stare Miasto";2011-09-14
"Krakow";"stanczyka";2;49.57;"parter";430000;8675;"Bronowice";2011-09-14
"Krakow";"sarego";2;45.5;"1";444651;9773;"Stare Miasto";2011-09-14
"Krakow";"krakowska";2;47.22;"2";440000;9319;"Stare Miasto";2011-09-14
"Krakow";"ogrodniki";4;83.4;"2";430000;5156;"Lagiewniki";2011-09-14
"Krakow";"lenartowicza";3;111.63;"3";825000;7391;"Stare Miasto";2011-09-14
"Krakow";"krakowska";2;46;"1";3990000;86740;"Stare Miasto";2011-09-14
"Krakow";"lea";3;66;"7";8e+05;12122;"Krowodrza";2011-09-14
"Krakow";"kazimierza wielkiego";4;110;"3";1350000;12273;"Krowodrza";2011-09-14
"Krakow";"falata";2;66.5;"parter";440000;6617;"Zwierzyniec";2011-09-14
"Krakow";"lelewela";3;83;"parter";718000;8651;"Zwierzyniec";2011-09-14
"Krakow";"urzednicza";1;43;"parter";360000;8373;"Krowodrza";2011-09-14
"Krakow";"borkowska";2;50.52;"3";340000;6731;"Debniki";2011-09-14
"Krakow";"starowislna";3;69;"5";590000;8551;"Stare Miasto";2011-09-14
"Krakow";"plac na stawach";3;43.61;"4";348880;8000;"Zwierzyniec";2011-09-14
"Krakow";"plac na stawach";2;38.33;"3";306640;8000;"Zwierzyniec";2011-09-14
"Krakow";"plac na stawach";3;57.44;"4";459520;8000;"Zwierzyniec";2011-09-14
"Krakow";"piastowska";2;34;"11";285000;8383;"Krowodrza";2011-09-14
"Krakow";"piastowska";1;27;"1";215000;7963;"Krowodrza";2011-09-14
"Krakow";"kazimierza wielkiego";1;36;"4";273600;7600;"Krowodrza";2011-09-14
"Krakow";"kazimierza wielkiego";2;41;"4";311600;7600;"Krowodrza";2011-09-14
"Krakow";"kazimierza wielkiego";2;41;"4";311600;7600;"Krowodrza";2011-09-14
"Krakow";"kazimierza wielkiego";2;33;"4";250800;7600;"Krowodrza";2011-09-14
"Krakow";"grzegorzecka";4;115;"2";680000;5914;"Grzegorzki";2011-09-14
"Krakow";"brodowicza";2;39;"3";299000;7667;"Grzegorzki";2011-09-14
"Krakow";"wroclawska";3;70;"2";590000;8429;"Krowodrza";2011-09-14
"Krakow";"brodowicza";3;55;"2";480000;8728;"Grzegorzki";2011-09-14
"Krakow";"lea";4;98;"1";770000;7858;"Krowodrza";2011-09-14
"Krakow";"nowa huta";3;69.65;"3";330000;4738;"Nowa Huta";2011-09-14
"Krakow";"tatarska";3;60;"2";590000;9834;"Zwierzyniec";2011-09-14
"Krakow";"krolewska";4;87.88;"3";670000;7625;"Grzegorzki";2011-09-14
"Krakow";"plac na stawach";2;32;"4";256000;8000;"Zwierzyniec";2011-09-14
"Krakow";"plac na stawach";2;32;"4";256000;8000;"Zwierzyniec";2011-09-14
"Krakow";"zamoyskiego";3;63.7;"2";460000;7222;"Podgorze";2011-09-14
"Krakow";"mazowiecka";3;60;"1";475000;7917;"Krowodrza";2011-09-14
"Krakow";"zamkowa";4;100;"2";1100000;11000;"Debniki";2011-09-14
"Krakow";"kujawska";1;16.5;"5";160000;9697;"Nowa Huta";2011-09-14
"Krakow";"zamoyskiego";2;61.1;"2";430000;7038;"Podgorze";2011-09-14
"Krakow";"zamoyskiego";2;44.5;"2";330000;7416;"Podgorze";2011-09-14
"Krakow";"lea";1;34;"2";290000;8530;"Krowodrza";2011-09-14
"Krakow";"bajeczna";1;27;"3";180000;6667;"Grzegorzki";2011-09-14
"Krakow";"zamoyskiego";1;39.1;"2";310000;7929;"Podgorze";2011-09-14
"Krakow";"szuwarowa";3;65;"2";450000;6924;"Podgorze";2011-09-14
"Krakow";"";3;93;"1";837000;9000;"Zwierzyniec";2011-09-14
"Krakow";"";3;63;"1";469000;7445;"Grzegorzki";2011-09-14
"Krakow";"pomorska";3;78;"1";750000;9616;"Krowodrza";2011-09-14
"Krakow";"zabiniec";3;53;"3";399000;7529;"Krowodrza";2011-09-14
"Krakow";"";3;97;"3";799000;8238;"Krowodrza";2011-09-14
"Krakow";"";3;90;"3";660000;7334;"Krowodrza";2011-09-14
"Krakow";"";4;74;"4";665000;8987;"Krowodrza";2011-09-14
"Krakow";"gabrieli zapolskiej";2;47;"1";490000;10426;"Krowodrza";2011-09-14
"Krakow";"bronowicka";3;46;"";299000;6500;"Krowodrza";2011-09-14
"Krakow";"tarasy verona kolowa";2;67;"10";595000;8881;"Krowodrza";2011-09-14
"Krakow";"komorowskiego";1;32;"4";218000;6813;"Krowodrza";2011-09-14
"Krakow";"";1;50;"parter";450000;9000;"Krowodrza";2011-09-14
"Krakow";"lobzowska";1;38;"4";315000;8290;"Krowodrza";2011-09-14
"Krakow";"heleny";3;61.5;"3";305000;4960;"Biezanow-Prokocim";2011-09-14
"Krakow";"orzeszkowej";3;90;"2";750000;8334;"Stare Miasto";2011-09-14
"Krakow";"korpala";3;80;"2";499000;6238;"Debniki";2011-09-14
"Krakow";"tuchowska";2;45;"2";339000;7534;"Podgorze Duchackie";2011-09-14
"Krakow";"krupnicza";2;49.5;"4";455000;9192;"Stare Miasto";2011-09-14
"Krakow";"spoldzielcow";2;37;"9";215000;5811;"Podgorze";2011-09-14
"Krakow";"markowskiego";1;35;"1";330000;9429;"Pradnik Czerwony";2011-09-14
"Krakow";"centrum d";3;66;"2";336000;5091;"Nowa Huta";2011-09-14
"Krakow";"okulickiego z miejscem pi piwnica";2;51;"5";355000;6961;"Bienczyce";2011-09-14
"Krakow";"topolowa";3;79;"1";599000;7583;"Pradnik Czerwony";2011-09-14
"Krakow";"zlota podkowa";1;33;"parter";269000;8152;"Bronowice";2011-09-14
"Krakow";"strzelcow";4;65;"1";430000;6616;"Pradnik Czerwony";2011-09-14
"Krakow";"wielicka";1;37;"3";276472;7473;"Podgorze";2011-09-14
"Krakow";"pradnicka";2;56;"1";280000;5000;"Krowodrza";2011-09-14
"Krakow";"wybickiego";2;41;"1";270000;6586;"Krowodrza";2011-09-14
"Krakow";"tomickiego";1;36;"2";84900;2359;"inne";2011-09-14
"Krakow";"kotlarska ";2;57;"2";309900;5437;"inne";2011-09-14
"Krakow";"szuwarowa";2;48;"parter";330000;6875;"Debniki";2011-09-14
"Krakow";"aleksandry";1;35;"4";198000;5658;"Biezanow-Prokocim";2011-09-14
"Krakow";"kazimierzowskie";3;55;"4";265000;4819;"Nowa Huta";2011-09-14
"Krakow";"aleja kijowska";3;70.8;"6";499000;7049;"Krowodrza";2011-09-14
"Krakow";"woronicza";5;95;"2";679000;7148;"Grzegorzki";2011-09-14
"Krakow";"lubostron";3;67;"4";469000;7000;"Podgorze";2011-09-14
"Krakow";"";1;28.21;"parter";175000;6204;"Nowa Huta";2011-09-14
"Krakow";"mlynska";3;44.4;"3";289000;6510;"Pradnik Czerwony";2011-09-14
"Krakow";"stanczyka";2;50;"parter";430000;8600;"Krowodrza";2011-09-14
"Krakow";"strzelcow";3;52.5;"parter";320000;6096;"Pradnik Czerwony";2011-09-14
"Krakow";"okolice placu axentowicza";3;78;"1";690000;8847;"Krowodrza";2011-09-14
"Krakow";"niezapominajek";3;84;"2";714000;8500;"Zwierzyniec";2011-09-14
"Krakow";"katowickiej";3;80;"1";7e+05;8750;"Bronowice";2011-09-14
"Krakow";"warszauera";3;82.8;"2";1200000;14493;"Stare Miasto";2011-09-14
"Krakow";"wielopole";2;38;"2";670000;17632;"Stare Miasto";2011-09-14
"Krakow";"blich";5;147;"3";1500000;10205;"Grzegorzki";2011-09-14
"Krakow";"zwierzyniecka";3;86;"5";1161000;13500;"Stare Miasto";2011-09-14
"Krakow";"starowislna";3;89.67;"5";1200000;13383;"Stare Miasto";2011-09-14
"Krakow";"wola justowska";4;91.76;"1";850000;9264;"Zwierzyniec";2011-09-14
"Krakow";"starowislna";4;97.63;"";1500000;15365;"Stare Miasto";2011-09-14
"Krakow";"stare miasto";3;83.3;"1";1630000;19568;"Stare Miasto";2011-09-14
"Krakow";"stare miasto";1;35.7;"2";726000;20337;"Stare Miasto";2011-09-14
"Krakow";"soltyka";3;55;"4";470000;8546;"Stare Miasto";2011-09-14
"Krakow";"osiedle oswiecenia";3;79;"3";460000;5823;"Pradnik Czerwony";2011-09-14
"Krakow";"stare miasto";2;87.05;"4";859200;9871;"Stare Miasto";2011-09-14
"Krakow";"stare miasto";4;124.63;"3";1335620;10717;"Stare Miasto";2011-09-14
"Krakow";"nad sudolem";3;47.6;"2";319000;6702;"Pradnik Bialy";2011-09-14
"Krakow";"zyblikiewicza";2;65;"1";450000;6924;"Stare Miasto";2011-09-14
"Krakow";"lipinskiego";5;89;"3";695000;7809;"Podgorze";2011-09-14
"Krakow";"kosciuszki";3;100;"2";2500000;25000;"Stare Miasto";2011-09-14
"Krakow";"salwator";3;85;"12";799000;9400;"Bronowice";2011-09-14
"Krakow";"reja";3;70;"6";550000;7858;"Krowodrza";2011-09-14
"Krakow";"rynek glowny";3;166;"2";3800000;22892;"Stare Miasto";2011-09-14
"Krakow";"stare miasto";2;59.51;"3";880748;14800;"Stare Miasto";2011-09-14
"Krakow";"krzywa";3;69.09;"1";1243620;18000;"Stare Miasto";2011-09-14
"Krakow";"plac wolnica";5;130;"1";2200000;16924;"Stare Miasto";2011-09-14
"Krakow";"lobzowska";3;77;"4";770000;10000;"Stare Miasto";2011-09-14
"Krakow";"morelowa";3;91;"1";910000;10000;"Zwierzyniec";2011-09-14
"Krakow";"kolberga";3;95.67;"3";765360;8000;"Stare Miasto";2011-09-14
"Krakow";"krowoderska";2;69.25;"2";960000;13863;"Stare Miasto";2011-09-14
"Krakow";"stare miasto";3;117.73;"1";1860134;15800;"Stare Miasto";2011-09-14
"Krakow";"orzeszkowej";3;90;"2";790000;8778;"Stare Miasto";2011-09-14
"Krakow";"sarego";3;99;"1";950000;9596;"Grzegorzki";2011-09-14
"Krakow";"plac nowy";1;34;"3";495000;14559;"Stare Miasto";2011-09-14
"Krakow";"radziwillowska";3;80;"parter";540000;6750;"Stare Miasto";2011-09-14
"Krakow";"smocza";2;62;"parter";680000;10968;"Stare Miasto";2011-09-14
"Krakow";"skawinska";2;55.01;"2";522595;9500;"Stare Miasto";2011-09-14
"Krakow";"plac na groblach";2;69;"2";690000;10000;"Stare Miasto";2011-09-14
"Krakow";"kazimierz";1;40;"2";299000;7475;"Stare Miasto";2011-09-14
"Krakow";"kazimierz";2;81;"2";5e+05;6173;"Stare Miasto";2011-09-14
"Krakow";"szewska";3;90;"2";1990000;22112;"Stare Miasto";2011-09-14
"Krakow";"aleksandra lubomirskiego";2;55;"parter";408000;7419;"Grzegorzki";2011-09-14
"Krakow";"kombatantow";2;49;"10";295000;6021;"Mistrzejowice";2011-09-14
"Krakow";"wysokie";2;38.4;"8";269000;7006;"Nowa Huta";2011-09-14
"Krakow";"oswiecenia";3;65;"10";3e+05;4616;"Mistrzejowice";2011-09-14
"Krakow";"bohaterow wrzesnia";4;73;"2";4e+05;5480;"Nowa Huta";2011-09-14
"Krakow";"";2;80;"";650000;8125;"Krowodrza";2011-09-14
"Krakow";"kalinowe";1;22;"10";165000;7500;"Nowa Huta";2011-09-14
"Krakow";"barbakanu";2;80.55;"1";870000;10801;"Stare Miasto";2011-09-14
"Krakow";"polana zywiecka";3;84;"parter";790000;9405;"Lagiewniki";2011-09-14
"Krakow";"powstancow";3;52;"8";335000;6443;"Pradnik Bialy";2011-09-14
"Krakow";"";2;46;"1";330000;7174;"Krowodrza";2011-09-14
"Krakow";"moraczewskiego";1;33;"parter";95000;2879;"Podgorze";2011-09-14
"Krakow";"halszki ";2;49.3;"parter";135000;2739;"Podgorze Duchackie";2011-09-14
"Krakow";"sloneckiego";3;100.77;"6";5e+05;4962;"Grzegorzki";2011-09-14
"Krakow";"palacha";2;37;"parter";243700;6587;"Pradnik Bialy";2011-09-14
"Krakow";"rusznikarska";1;42.5;"1";360000;8471;"Krowodrza";2011-09-14
"Krakow";"kolorowe";2;38.5;"2";255000;6624;"Nowa Huta";2011-09-14
"Krakow";"ulanow";1;17.5;"parter";144000;8229;"Pradnik Czerwony";2011-09-14
"Krakow";"zygmunta milkowskiego";4;80;"4";498000;6225;"Podgorze";2011-09-14
"Krakow";"urzednicza";2;58;"parter";480000;8276;"Krowodrza";2011-09-14
"Krakow";"urzednicza";1;38;"3";280000;7369;"Krowodrza";2011-09-14
"Krakow";"piod debami";1;26;"1";210000;8077;"Debniki";2011-09-14
"Krakow";"piod debami";1;26;"1";198000;7616;"Debniki";2011-09-14
"Krakow";"spoldzielcow";2;38;"1";229000;6027;"Podgorze";2011-09-14
"Krakow";"ksiecia jozefa";3;61;"2";490000;8033;"Zwierzyniec";2011-09-14
"Krakow";"ksiecia jozefa";3;61;"1";490000;8033;"Zwierzyniec";2011-09-14
"Krakow";"plaszowska";2;49.3;"parter";390000;7911;"Podgorze";2011-09-14
"Krakow";"przy arce";2;38.7;"9";234000;6047;"Nowa Huta";2011-09-14
"Krakow";"mistrzejowice nowe ";2;52;"1";335000;6443;"Nowa Huta";2011-09-14
"Krakow";"na lotnisku ";2;44.4;"parter";259000;5834;"Bienczyce";2011-09-14
"Krakow";"albertynskie ";2;40.5;"3";270000;6667;"Nowa Huta";2011-09-14
"Krakow";"kolorowe ";2;38.5;"2";249500;6481;"Nowa Huta";2011-09-14
"Krakow";"mlynska boczna ";2;38;"4";259000;6816;"Pradnik Czerwony";2011-09-14
"Krakow";"lasowka ";2;37;"4";220000;5946;"Podgorze";2011-09-14
"Krakow";"wlodkowica ";2;36.3;"5";234000;6447;"Pradnik Czerwony";2011-09-14
"Krakow";"kalinowe ";2;37;"4";222000;6000;"Bienczyce";2011-09-14
"Krakow";"kazimierzowskie ";2;36;"3";188000;5223;"Nowa Huta";2011-09-14
"Krakow";"tomickiego";1;36;"2";84900;2359;"inne";2011-09-14
"Krakow";"spoldzielcow ";2;38;"1";228000;6000;"Podgorze";2011-09-14
"Krakow";"kalinowe ";1;28;"parter";182000;6500;"Nowa Huta";2011-09-14
"Krakow";"grota";3;64.21;"2";380000;5919;"Podgorze";2011-09-14
"Krakow";"kordiana";2;38;"3";273000;7185;"Podgorze Duchackie";2011-09-14
"Krakow";"grota roweckiego";3;64.21;"2";380000;5919;"Debniki";2011-09-14
"Krakow";"spoldzielcow garsoniera ";1;24.3;"2";153000;6297;"Podgorze";2011-09-14
"Krakow";"zlotego wieku ";3;47.1;"4";273000;5797;"Mistrzejowice";2011-09-14
"Krakow";"miechowity ";2;37;"1";235000;6352;"Pradnik Czerwony";2011-09-14
"Krakow";"dobrego pasterza ";2;44;"2";354000;8046;"Pradnik Czerwony";2011-09-14
"Krakow";"nuszkiewicza ";2;44.1;"4";320000;7257;"Pradnik Czerwony";2011-09-14
"Krakow";"centrum a ";2;46;"3";290000;6305;"Nowa Huta";2011-09-14
"Krakow";"polkole ";3;47.5;"10";319000;6716;"Grzegorzki";2011-09-14
"Krakow";"wicherkiewicza ";2;49;"parter";140000;2858;"Debniki";2011-09-14
"Krakow";"moraczewskiego ";2;49;"1";150000;3062;"Podgorze";2011-09-14
"Krakow";"siedleckiego ";2;49;"parter";370000;7552;"Grzegorzki";2011-09-14
"Krakow";"fertnera ";2;49;"1";375000;7654;"Pradnik Czerwony";2011-09-14
"Krakow";"moraczewskiego ";2;49.5;"parter";135000;2728;"Debniki";2011-09-14
"Krakow";"kobierzynska ";2;50.5;"1";370000;7327;"Podgorze";2011-09-14
"Krakow";"oswiecenia";2;54;"2";330000;6112;"Mistrzejowice";2011-09-14
"Krakow";"bujwida ";2;54.5;"parter";440000;8074;"Grzegorzki";2011-09-14
"Krakow";"chelmonskiego ";3;54.6;"8";340000;6228;"Krowodrza";2011-09-14
"Krakow";"kazimierzowskie ";3;55;"4";275000;5000;"Nowa Huta";2011-09-14
"Krakow";"teligi ";3;55;"2";350000;6364;"Podgorze";2011-09-14
"Krakow";"lowienicka ";3;56;"3";220000;3929;"Podgorze Duchackie";2011-09-14
"Krakow";"bytomska ";3;62.5;"parter";327000;5232;"Krowodrza";2011-09-14
"Krakow";"willowe";3;64;"parter";320000;5000;"Nowa Huta";2011-09-14
"Krakow";"kuznicy kollatajowskiej atrakcyjne dwupoziomowe";3;65;"parter";456000;7016;"Krowodrza";2011-09-14
"Krakow";"jozefa mackiewicza";3;60;"parter";390000;6500;"Pradnik Bialy";2011-09-14
"Krakow";"fatimska";2;50;"parter";265000;5300;"Nowa Huta";2011-09-14
"Krakow";"pilotow";2;55;"1";460000;8364;"Grzegorzki";2011-09-14
"Krakow";"krolewska";2;50;"2";380000;7600;"Krowodrza";2011-09-14
"Krakow";"nowosadecka";2;44;"4";278700;6335;"Podgorze Duchackie";2011-09-14
"Krakow";"bytomska ";2;66;"1";405000;6137;"Krowodrza";2011-09-14
"Krakow";"biezanowska ";3;68;"parter";340000;5000;"Biezanow-Prokocim";2011-09-14
"Krakow";"stalowe";3;69.65;"3";329000;4724;"Nowa Huta";2011-09-14
"Krakow";"lelewela ";3;83;"parter";711000;8567;"Stare Miasto";2011-09-14
"Krakow";"zawodzie";2;64;"2";360000;5625;"Pradnik Bialy";2011-09-14
"Krakow";"powstancow";3;52;"8";339000;6520;"Pradnik Czerwony";2011-09-14
"Krakow";"stachiewicza";2;37;"4";243000;6568;"Pradnik Bialy";2011-09-14
"Krakow";"zakatek";2;40;"parter";312195;7805;"Krowodrza";2011-09-14
"Krakow";"kalinowe";1;28.2;"parter";182000;6454;"Nowa Huta";2011-09-14
"Krakow";"topazowa";1;22;"3";149000;6773;"Biezanow-Prokocim";2011-09-14
"Krakow";"teatralne";3;66;"parter";410000;6213;"Nowa Huta";2011-09-14
"Krakow";"turniejowa";2;37;"1";255000;6892;"Podgorze Duchackie";2011-09-14
"Krakow";"raclawicka";3;66;"2";580000;8788;"Krowodrza";2011-09-14
"Krakow";"klemensiewicza";2;47;"2";315000;6703;"Grzegorzki";2011-09-14
"Krakow";"cieszynska";2;80;"3";620000;7750;"Krowodrza";2011-09-14
"Krakow";"bohaterow wrzesnia";3;78;"5";385000;4936;"Mistrzejowice";2011-09-14
"Krakow";"felinskiego ";2;57.26;"parter";150000;2620;"Pradnik Bialy";2011-09-14
"Krakow";"lokietka";2;34;"parter";195000;5736;"Krowodrza";2011-09-14
"Krakow";"radzikowskiego";2;33;"4";260000;7879;"Krowodrza";2011-09-14
"Krakow";"";1;36;"parter";199000;5528;"Pradnik Czerwony";2011-09-14
"Krakow";"rozrywka";2;40;"4";239000;5975;"Pradnik Czerwony";2011-09-14
"Krakow";"dobrego pasterza";1;23;"11";170000;7392;"Pradnik Czerwony";2011-09-14
"Krakow";"osiedle tysiaclecia";4;66.8;"2";359000;5375;"Nowa Huta";2011-09-14
"Krakow";"friedleina";1;23.29;"parter";220000;9447;"Krowodrza";2011-09-14
"Krakow";"borkowska";3;64.97;"2";420000;6465;"Podgorze";2011-09-14
"Krakow";"podlesie";3;62;"3";349000;5630;"Podgorze";2011-09-14
"Krakow";"ulanow";5;148;"2";1090000;7365;"Pradnik Czerwony";2011-09-14
"Krakow";"krowoderska";3;54.5;"2";850000;15597;"Stare Miasto";2011-09-14
"Krakow";"mistrzejowice nowe pilne";2;52;"1";330000;6347;"Nowa Huta";2011-09-14
"Krakow";"kuznicy kollatajowskiej ";2;46;"1";330000;7174;"Pradnik Bialy";2011-09-14
"Krakow";"bialopradnicka";2;40;"3";270000;6750;"Pradnik Bialy";2011-09-14
"Krakow";"mackiewicza";3;59.2;"parter";380000;6419;"Krowodrza";2011-09-14
"Krakow";"";2;38.1;"6";320000;8399;"Krowodrza";2011-09-14
"Krakow";"";3;63;"4";4e+05;6350;"Podgorze";2011-09-14
"Krakow";"dabska";2;52.07;"2";331685;6370;"Grzegorzki";2011-09-14
"Krakow";"dabska";2;52.07;"1";331685;6370;"Grzegorzki";2011-09-14
"Krakow";"dabska";2;42.73;"1";285436;6680;"Grzegorzki";2011-09-14
"Krakow";"dabska";2;67.81;"1";452970;6680;"Grzegorzki";2011-09-14
"Krakow";"dabska";2;60.69;"1";405409;6680;"Grzegorzki";2011-09-14
"Krakow";"dabska";2;44.93;"1";286204;6370;"Grzegorzki";2011-09-14
"Krakow";"dabska";2;45.67;"1";305075;6680;"Grzegorzki";2011-09-14
"Krakow";"dabska";2;50.12;"1";334801;6680;"Grzegorzki";2011-09-14
"Krakow";"dabska";2;51.56;"parter";328437;6370;"Grzegorzki";2011-09-14
"Krakow";"dabska";2;45.67;"parter";290917;6370;"Grzegorzki";2011-09-14
"Krakow";"dabska";2;45.67;"parter";290917;6370;"Grzegorzki";2011-09-14
"Krakow";"dabska";2;58.93;"parter";375384;6370;"Grzegorzki";2011-09-14
"Krakow";"dabska";2;39.68;"parter";252761;6370;"Grzegorzki";2011-09-14
"Krakow";"dabska";2;41.69;"parter";265565;6370;"Grzegorzki";2011-09-14
"Krakow";"";4;101.99;"5";890000;8727;"Krowodrza";2011-09-14
"Krakow";"";2;38;"2";255000;6711;"Pradnik Czerwony";2011-09-14
"Krakow";"";2;39;"9";234000;6000;"Bienczyce";2011-09-14
"Krakow";"";3;53;"4";305000;5755;"Pradnik Czerwony";2011-09-14
"Krakow";"";2;51;"3";318000;6236;"Czyzyny";2011-09-14
"Krakow";"";1;24;"parter";223000;9292;"Grzegorzki";2011-09-14
"Krakow";"";2;50;"1";364000;7280;"Pradnik Czerwony";2011-09-14
"Krakow";"na barciach";2;50;"parter";3e+05;6000;"Pradnik Czerwony";2011-09-14
"Krakow";"majora";3;52.5;"4";310000;5905;"Pradnik Czerwony";2011-09-14
"Krakow";"wysockiej";3;74.21;"parter";504700;6801;"Czyzyny";2011-09-14
"Krakow";"osiedle hutnicze";2;58.65;"2";326000;5559;"Nowa Huta";2011-09-14
"Krakow";"topazowa";2;43;"1";268000;6233;"Biezanow-Prokocim";2011-09-14
"Krakow";"telimeny";1;30;"4";155000;5167;"Biezanow-Prokocim";2011-09-14
"Krakow";"kordeckiego";2;67.5;"2";510000;7556;"Stare Miasto";2011-09-14
"Krakow";"osiedle centrum e";3;60.61;"2";370000;6105;"Nowa Huta";2011-09-14
"Krakow";"osiedle centrum a";2;56.15;"1";336000;5984;"Nowa Huta";2011-09-14
"Krakow";"osiedle ";3;78.43;"";400670;5109;"Czyzyny";2011-09-14
"Krakow";"kraszewskiego";4;141;"4";1073000;7610;"Zwierzyniec";2011-09-14
"Krakow";"osiedle mozarta";1;69.38;"7";599000;8634;"Pradnik Bialy";2011-09-14
"Krakow";"borsucza";3;60.47;"6";334000;5524;"Debniki";2011-09-14
