"miasto";"ulica";"pokoi";"powierzchnia";"pietro";"cena";"cenam2";"dzielnica";"data"
"Krakow";"golaska";3;62;"4";3e+05;4839;"Podgorze Duchackie";2011-05-08
"Krakow";"cieszynska";2;80;"3";665000;8313;"Krowodrza";2011-05-07
"Krakow";"torfowa";2;52;"1";428000;8231;"Podgorze";2011-05-07
"Krakow";"na polach";3;64.4;"1";460000;7143;"Bronowice";2011-05-07
"Krakow";"halszki";2;51;"4";280000;5491;"Podgorze Duchackie";2011-05-07
"Krakow";"obozowa";2;51.58;"2";335270;6500;"Debniki";2011-05-06
"Krakow";"krakow";2;45;"3";360000;8000;"Grzegorzki";2011-05-06
"Krakow";"";2;37.3;"2";257000;6891;"Pradnik Bialy";2011-05-05
"Krakow";"";2;39;"";289000;7411;"Grzegorzki";2011-05-03
"Krakow";"czerwienskiego";2;47;"4";273000;5809;"Pradnik Bialy";2011-05-01
"Krakow";"osiedle bohaterow wrzesnia";2;33;"4";205000;6213;"Nowa Huta";2011-04-30
"Krakow";"osiedle oswiecenia";4;86;"1";465000;5407;"Mistrzejowice";2011-04-30
"Krakow";"arianska";3;81;"3";730000;9013;"Stare Miasto";2011-04-30
"Krakow";"borkowska";2;50.2;"3";340000;6773;"Debniki";2011-04-29
"Krakow";"osiedle albertynskie";2;45.29;"3";265000;5852;"Nowa Huta";2011-04-28
"Krakow";"";4;92;"1";760000;8261;"Krowodrza";2011-04-28
"Krakow";"lowienicka";1;39;"3";270000;6924;"Podgorze";2011-04-27
"Krakow";"";2;66.8;"3";450000;6737;"Stare Miasto";2011-04-27
"Krakow";"";1;35.56;"parter";180000;5062;"Grzegorzki";2011-04-27
"Krakow";"";1;27.34;"parter";140000;5121;"Grzegorzki";2011-04-27
"Krakow";"kwartowa";2;40;"1";310000;7750;"Pradnik Czerwony";2011-04-27
"Krakow";"rzeznicza";2;44.75;"4";349900;7819;"Grzegorzki";2011-04-27
"Krakow";"ksiecia jozefa";3;61.1;"2";510000;8347;"Zwierzyniec";2011-04-22
"Krakow";"starowislna";4;125;"";1100000;8800;"Stare Miasto";2011-04-22
"Krakow";"starowislna";6;173;"2";1500000;8671;"Stare Miasto";2011-04-22
"Krakow";"olszanicka ";2;70.06;"parter";483414;6900;"Zwierzyniec";2011-04-22
"Krakow";"olszanicka ";3;81.13;"parter";584136;7200;"Zwierzyniec";2011-04-22
"Krakow";"bialopradnicka";2;56;"2";359000;6411;"Pradnik Bialy";2011-04-21
"Krakow";"osiedle wysokie";3;57;"7";395000;6930;"Nowa Huta";2011-04-21
"Krakow";"osiedle kombatantow";3;54;"3";356000;6593;"Nowa Huta";2011-04-20
"Krakow";"osiedle oswiecenia";3;63.3;"parter";390000;6162;"Mistrzejowice";2011-04-19
"Krakow";"dabska";3;63.63;"5";477000;7497;"Grzegorzki";2011-04-19
"Krakow";"sciegiennego";3;70;"parter";310000;4429;"Podgorze";2011-04-18
"Krakow";"zawiszy";4;113;"1";565000;5000;"Swoszowice";2011-04-18
"Krakow";"lokietka";2;59;"1";415000;7034;"Pradnik Bialy";2011-04-17
"Krakow";"na stoku";2;34.22;"2";2e+05;5845;"Nowa Huta";2011-04-16
"Krakow";"";2;59.74;"1";373000;6244;"Krowodrza";2011-04-16
"Krakow";"kurczaba";3;56;"4";295000;5268;"Biezanow-Prokocim";2011-04-15
"Krakow";"wlodkowica";2;36.3;"5";245000;6750;"Pradnik Czerwony";2011-04-13
"Krakow";"jagiellonskie";3;46;"parter";259000;5631;"Bienczyce";2011-04-12
"Krakow";"golaska";3;81;"1";435000;5371;"Podgorze Duchackie";2011-04-12
"Krakow";"powstancow";1;32.5;"2";230000;7077;"Pradnik Czerwony";2011-04-12
"Krakow";"";3;44;"parter";279000;6341;"Nowa Huta";2011-04-12
"Krakow";"rydygiera";2;51.66;"1";310000;6001;"Podgorze";2011-04-12
"Krakow";"bialopradnicka";1;48.83;"parter";351576;7200;"Pradnik Bialy";2011-04-11
"Krakow";"okolna";2;37.5;"";245000;6534;"inne";2011-04-11
"Krakow";"wyslouchow";2;51;"3";275000;5393;"inne";2011-04-11
"Krakow";"sliczna";4;100.14;"7";692168;6913;"inne";2011-04-11
"Krakow";"sliczna";2;36.12;"6";251612;6967;"inne";2011-04-11
"Krakow";"sliczna";3;61.76;"5";410210;6643;"inne";2011-04-11
"Krakow";"sliczna";4;75.09;"2";490638;6534;"inne";2011-04-11
"Krakow";"krzywy zaulek";1;37;"3";255000;6892;"Bronowice";2011-04-09
"Krakow";"okolna";2;37;"4";215000;5811;"Biezanow-Prokocim";2011-04-08
"Krakow";"spoldzielcow";2;37.4;"10";199000;5321;"Biezanow-Prokocim";2011-04-08
"Krakow";"kazimierzowskie";2;37;"8";2e+05;5406;"Nowa Huta";2011-04-08
"Krakow";"osiedle na stoku";4;70;"parter";359000;5129;"Nowa Huta";2011-04-07
"Krakow";"konrada wallenroda";1;32;"8";199000;6219;"Biezanow-Prokocim";2011-04-06
"Krakow";"witosa";1;34;"1";189000;5559;"Podgorze Duchackie";2011-04-05
"Krakow";"wyslouchow";1;35;"1";210000;6000;"Podgorze Duchackie";2011-04-05
"Krakow";"daliowa";1;29.3;"parter";178000;6076;"Podgorze";2011-04-01
"Krakow";"dluga";3;80;"3";799999;10000;"Stare Miasto";2011-04-01
"Krakow";"";4;100;"3";1200000;12000;"Stare Miasto";2011-04-01
"Krakow";"obozowa";3;75.71;"1";520000;6869;"Podgorze";2011-03-31
"Krakow";"radzikowskiego";4;79.43;"3";490000;6169;"Pradnik Bialy";2011-03-31
"Krakow";"wybickiego";1;30;"9";193000;6434;"Krowodrza";2011-03-30
"Krakow";"szkolne";2;48;"3";260000;5417;"Nowa Huta";2011-03-30
"Krakow";"lubostron";3;74.33;"5";645000;8678;"Debniki";2011-03-30
"Krakow";"";1;33;"3";212000;6425;"Pradnik Czerwony";2011-03-29
"Krakow";"slawka";3;59.46;"6";290000;4878;"Podgorze Duchackie";2011-03-29
"Krakow";"";3;57.55;"parter";460000;7994;"Krowodrza";2011-03-29
"Krakow";"wroclawska";3;57.8;"4";380000;6575;"Krowodrza";2011-03-29
"Krakow";"kalwaryjska";2;29;"1";210000;7242;"Podgorze";2011-03-29
"Krakow";"sadowa";2;45.4;"6";315000;6939;"Grzegorzki";2011-03-28
"Krakow";"";1;38;"9";249500;6566;"Lagiewniki";2011-03-28
"Krakow";"kobierzynska";3;88.09;"3";605000;6868;"Podgorze";2011-03-26
"Krakow";"osiedle strusia";2;38;"9";222000;5843;"Nowa Huta";2011-03-25
"Krakow";"zygmuntowska";1;18;"parter";120000;6667;"Krowodrza";2011-03-24
"Krakow";"centralna";2;37;"4";207796;5617;"Nowa Huta";2011-03-23
"Krakow";"heleny";4;81.9;"parter";340000;4152;"Biezanow-Prokocim";2011-03-23
"Krakow";"";2;50;"parter";430000;8600;"Krowodrza";2011-03-23
"Krakow";"kombatantow ";3;53.2;"parter";275000;5170;"Mistrzejowice";2011-03-22
"Krakow";"borkowska";3;66.84;"parter";467880;7000;"Swoszowice";2011-03-22
"Krakow";"piltza";2;52.66;"1";376000;7141;"Debniki";2011-03-22
"Krakow";"";2;46.4;"";301554;6500;"Krowodrza";2011-03-19
"Krakow";"";4;86;"2";760000;8838;"Krowodrza";2011-03-19
"Krakow";"";2;39;"3";262000;6718;"Pradnik Bialy";2011-03-17
"Krakow";"okolna";2;47;"parter";260000;5532;"Biezanow-Prokocim";2011-03-16
"Krakow";"narciarska";3;65;"6";386000;5939;"Czyzyny";2011-03-16
"Krakow";"sciegiennego";2;44;"3";265000;6023;"Biezanow-Prokocim";2011-03-15
"Krakow";"slomczynskiego";4;82.26;"3";580000;7051;"Pradnik Bialy";2011-03-15
"Krakow";"";2;43.7;"3";253460;5800;"Pradnik Bialy";2011-03-15
"Krakow";"";2;40.41;"4";355608;8800;"Krowodrza";2011-03-14
"Krakow";"";1;33;"2";255000;7728;"Lagiewniki";2011-03-12
"Krakow";"osiedle zlota podkowa";1;32.28;"parter";279000;8644;"Podgorze";2011-03-11
"Krakow";"kamionka";2;50;"1";280000;5600;"Grzegorzki";2011-03-10
"Krakow";"grunwaldzka";2;92;"2";620000;6740;"Grzegorzki";2011-03-10
"Krakow";"wlotowa";2;44;"4";240000;5455;"Biezanow-Prokocim";2011-03-09
"Krakow";"lea";3;57.41;"4";410000;7142;"Krowodrza";2011-03-07
"Krakow";"wroclawska";3;58;"4";380000;6552;"Krowodrza";2011-03-07
"Krakow";"urzednicza";1;38;"2";298000;7843;"inne";2011-03-07
"Krakow";"borsucza";4;89.83;"3";550000;6123;"Debniki";2011-03-05
"Krakow";"felinskiego";3;69.75;"1";459000;6581;"Pradnik Bialy";2011-03-04
"Krakow";"osiedle stalowe";2;46;"4";250000;5435;"Nowa Huta";2011-03-03
"Krakow";"felicjanek";2;62;"1";690000;11130;"Stare Miasto";2011-03-03
"Krakow";"";3;78;"1";560000;7180;"Podgorze";2011-03-03
"Krakow";"pulaskiego";2;50;"parter";320000;6400;"Podgorze";2011-03-03
"Krakow";"okolna";3;60.5;"parter";305000;5042;"Podgorze";2011-03-02
"Krakow";"slomczynskiego";4;70.6;"3";430000;6091;"Pradnik Bialy";2011-03-02
"Krakow";"balicka";3;55.85;"2";469000;8398;"Bronowice";2011-03-02
"Krakow";"czarnowiejska";3;79.1;"2";550000;6954;"Krowodrza";2011-03-02
"Krakow";"heleny";3;61;"7";350000;5738;"Biezanow-Prokocim";2011-03-02
"Krakow";"bobrzynskiego";2;52.05;"5";425000;8166;"Debniki";2011-03-02
"Krakow";"osiedle oswiecenia";3;64.7;"parter";309000;4776;"Mistrzejowice";2011-03-02
"Krakow";"pomorska";3;78;"1";795000;10193;"Grzegorzki";2011-03-02
"Krakow";"bociana";2;49.36;"parter";365000;7395;"Pradnik Bialy";2011-03-02
"Krakow";"henryka wieniawskiego";2;57.06;"3";382302;6700;"Pradnik Czerwony";2011-03-01
"Krakow";"henryka wieniawskiego";2;50.42;"1";332772;6600;"Pradnik Czerwony";2011-03-01
"Krakow";"henryka wieniawskiego";1;49.61;"4";332387;6700;"Pradnik Czerwony";2011-03-01
"Krakow";"slowackiego";3;26.14;"parter";287540;11000;"Stare Miasto";2011-02-25
"Krakow";"kulakowskiego";4;72.4;"3";449000;6202;"Lagiewniki";2011-02-24
"Krakow";"chmieleniec";3;72.68;"4";585000;8049;"Debniki";2011-02-23
"Krakow";"dwernickiego";3;63.8;"3";480000;7524;"Stare Miasto";2011-02-23
"Krakow";"limanowskiego";3;93;"parter";495000;5323;"Podgorze";2011-02-23
"Krakow";"aleksandry";3;70.19;"5";390000;5557;"Biezanow-Prokocim";2011-02-23
"Krakow";"osiedle kazimierzowskie";3;55;"parter";260000;4728;"Bienczyce";2011-02-23
"Krakow";"na blonie";2;46.42;"3";390000;8402;"Bronowice";2011-02-23
"Krakow";"bobrzynskiego";3;65.12;"3";464000;7126;"Debniki";2011-02-23
"Krakow";"kulakowskiego";2;72.4;"3";449000;6202;"Debniki";2011-02-23
"Krakow";"powstancow";3;52.48;"5";330000;6289;"Pradnik Czerwony";2011-02-23
"Krakow";"slomczynskiego";1;48.25;"1";339000;7026;"Pradnik Bialy";2011-02-23
"Krakow";"aleja pokoju";2;37;"1";227000;6136;"Grzegorzki";2011-02-22
"Krakow";"grzegorzki";3;77.6;"7";1250000;16109;"Grzegorzki";2011-02-20
"Krakow";"pomorska";2;52;"1";420000;8077;"Krowodrza";2011-02-17
"Krakow";"pekowicka";3;70;"parter";450000;6429;"Pradnik Bialy";2011-02-17
"Krakow";"";2;58;"1";695000;11983;"Stare Miasto";2011-02-16
"Krakow";"pilsudskiego";4;128;"3";1270000;9922;"Stare Miasto";2011-02-15
"Krakow";"petrazyckiego";2;33.65;"3";161486;4799;"Swoszowice";2011-02-15
"Krakow";"petrazyckiego";4;82.22;"2";389487;4738;"Swoszowice";2011-02-15
"Krakow";"teligi";4;63.5;"2";317000;4993;"Biezanow-Prokocim";2011-02-12
"Krakow";"lokietka";2;58;"1";420000;7242;"Pradnik Bialy";2011-02-12
"Krakow";"osiedle tysiaclecia";2;35;"4";235000;6715;"Nowa Huta";2011-02-10
"Krakow";"piltza";3;63;"3";395000;6270;"Podgorze";2011-02-10
"Krakow";"jerzmanowskiego";2;30.2;"5";185000;6126;"Biezanow-Prokocim";2011-02-09
"Krakow";"kronikarza galla";1;40.17;"1";295000;7344;"Krowodrza";2011-02-08
"Krakow";"";3;69;"2";395000;5725;"Podgorze";2011-02-08
"Krakow";"blich";3;55.4;"4";449000;8105;"Grzegorzki";2011-02-08
"Krakow";"dobrego pasterza ";2;51.74;"5";351560;6795;"Pradnik Czerwony";2011-02-07
"Krakow";"lokietka";2;58;"1";420000;7242;"Pradnik Bialy";2011-02-04
"Krakow";"krolowej jadwigi";2;48;"parter";489000;10188;"Zwierzyniec";2011-02-03
"Krakow";"chmieleniec";2;51;"2";345000;6765;"Podgorze";2011-02-02
"Krakow";"";3;57.2;"1";359000;6277;"Podgorze";2011-02-01
"Krakow";"siemienowicza";1;31;"2";228000;7355;"Podgorze";2011-01-31
"Krakow";"krasickiego";2;45.4;"parter";355000;7820;"Podgorze";2011-01-28
"Krakow";"wrzesinska";3;100;"1";6e+05;6000;"Stare Miasto";2011-01-27
"Krakow";"koletek";5;125;"2";999000;7992;"Stare Miasto";2011-01-26
"Krakow";"friedleina";2;65.2;"1";550000;8436;"Krowodrza";2011-01-26
"Krakow";"turniejowa";4;134;"3";515000;3844;"Podgorze Duchackie";2011-01-26
"Krakow";"";4;67;"2";466000;6956;"Podgorze";2011-01-25
"Krakow";"kapelanka";4;67;"1";530000;7911;"Debniki";2011-01-22
"Krakow";"szlak";2;50;"2";430000;8600;"Stare Miasto";2011-01-21
"Krakow";"meiera";1;40;"4";295000;7375;"Pradnik Czerwony";2011-01-21
"Krakow";"chmieleniec";3;65;"1";470000;7231;"Podgorze";2011-01-19
"Krakow";"koszykarska";1;31.98;"parter";143910;4500;"Podgorze";2011-01-19
"Krakow";"koszykarska";1;36.46;"1";164070;4500;"Podgorze";2011-01-19
"Krakow";"koszykarska";2;43.53;"parter";195885;4500;"Podgorze";2011-01-19
"Krakow";"koszykarska";2;44.42;"1";199890;4500;"Podgorze";2011-01-19
"Krakow";"koszykarska";4;93.31;"3";419895;4500;"Podgorze";2011-01-19
"Krakow";"koszykarska";4;85.93;"1";404685;4710;"Podgorze";2011-01-19
"Krakow";"koszykarska";3;68.95;"parter";310275;4500;"Podgorze";2011-01-19
"Krakow";"pilsudskiego";4;127.9;"3";1400000;10947;"Stare Miasto";2011-01-15
"Krakow";"kluczborska";2;34.5;"4";345000;10000;"Krowodrza";2011-01-15
"Krakow";"skawinska";2;64;"2";599000;9360;"Stare Miasto";2011-01-14
"Krakow";"cieszynska";2;68.37;"5";649515;9500;"Krowodrza";2011-01-11
"Krakow";"cieszynska";1;40.67;"2";357896;8800;"Krowodrza";2011-01-11
"Krakow";"cieszynska";2;68.81;"2";605528;8800;"Krowodrza";2011-01-11
"Krakow";"cieszynska";2;66.45;"1";584760;8800;"Krowodrza";2011-01-11
"Krakow";"cieszynska";2;66.38;"4";584144;8800;"Krowodrza";2011-01-11
"Krakow";"cieszynska";2;68.73;"3";604824;8800;"Krowodrza";2011-01-11
"Krakow";"osiedle mozarta siewna";1;31;"5";254000;8194;"Pradnik Bialy";2010-12-22
"Krakow";"";3;73;"1";465000;6370;"Podgorze";2010-12-16
"Krakow";"mogilska";2;41;"parter";325000;7927;"Grzegorzki";2010-12-14
"Krakow";"radzikowskiego";2;40;"1";290000;7250;"Pradnik Bialy";2010-12-09
"Krakow";"okolice wawelu";2;57.4;"1";390000;6795;"inne";2010-12-09
"Krakow";"mogilska";1;27;"5";225000;8334;"Grzegorzki";2010-12-04
"Krakow";"jasinskiego";1;22;"3";170000;7728;"Podgorze";2010-11-28
"Krakow";"krakow";2;50;"4";420000;8400;"Grzegorzki";2010-11-25
"Krakow";"lubomirskiego";2;55;"2";430000;7819;"Stare Miasto";2010-11-25
"Krakow";"okol";3;65;"3";6e+05;9231;"Stare Miasto";2010-11-25
"Krakow";"turniejowa";4;134;"5";489000;3650;"Podgorze";2010-11-23
"Krakow";"kuznicy kollatajowskiej";2;56.96;"parter";320000;5618;"Krowodrza";2010-11-23
"Krakow";"kurniki";3;66;"2";499000;7561;"Grzegorzki";2010-11-22
"Krakow";"kluzeka";3;45.5;"8";320000;7033;"Krowodrza";2010-11-22
"Krakow";"osiedle strusia";3;47;"3";245000;5213;"Nowa Huta";2010-11-22
"Krakow";"fiolkowa";3;82;"1";750000;9147;"Grzegorzki";2010-11-22
"Krakow";"markowskiego";2;46;"parter";410000;8914;"Czyzyny";2010-11-21
"Krakow";"sadowa";2;45.4;"6";315000;6939;"Grzegorzki";2010-11-18
"Krakow";"";3;41;"2";325000;7927;"Stare Miasto";2010-11-18
"Krakow";"mazowiecka";3;87;"3";660000;7587;"Krowodrza";2010-11-17
"Krakow";"milkowskiego";4;90;"8";760000;8445;"Podgorze";2010-11-09
"Krakow";"";3;48;"4";290000;6042;"Mistrzejowice";2010-11-07
"Krakow";"kuznicy kolatajowskiej";3;71;"1";490000;6902;"Krowodrza";2010-11-02
"Krakow";"chalupnika";4;129.6;"4";1164197;8984;"Pradnik Czerwony";2010-10-28
"Krakow";"chalupnika";3;73.5;"5";660251;8984;"Pradnik Czerwony";2010-10-28
"Krakow";"krowoderska";4;114.17;"3";941903;8251;"Grzegorzki";2010-10-18
"Krakow";"belwederczykow";2;51.75;"3";300150;5800;"Pradnik Bialy";2010-10-15
"Krakow";"belwederczykow";2;43.39;"2";283337;6531;"Pradnik Bialy";2010-10-15
"Krakow";"belwederczykow";2;41.01;"parter";213252;5200;"Pradnik Bialy";2010-10-15
"Krakow";"fabryczna";2;44;"4";320000;7273;"Grzegorzki";2010-10-04
"Krakow";"pilotow";3;45;"1";264000;5867;"Pradnik Czerwony";2010-10-04
"Krakow";"lublanska";1;38;"3";245000;6448;"Pradnik Czerwony";2010-10-04
"Krakow";"drukarska";1;36;"1";260000;7223;"Podgorze";2010-10-04
"Krakow";"hetmanska";2;44;"1";270000;6137;"Podgorze";2010-10-04
"Krakow";"gdanska";2;38;"parter";297000;7816;"Pradnik Czerwony";2010-10-04
"Krakow";"bosakow";2;44;"7";349000;7932;"Pradnik Czerwony";2010-10-04
"Krakow";"krolewska";3;68.71;"4";475000;6914;"Krowodrza";2010-10-02
"Krakow";"";5;90;"parter";540000;6000;"Podgorze";2010-09-29
"Krakow";"bialopradnicka";4;88.24;"1";613268;6950;"Pradnik Bialy";2010-09-22
"Krakow";"bialopradnicka";4;94.01;"parter";653370;6951;"Pradnik Bialy";2010-09-22
"Krakow";"bialopradnicka";2;48.83;"parter";351576;7200;"Pradnik Bialy";2010-09-22
"Krakow";"szuwarowa";2;46.05;"4";290000;6298;"Podgorze";2010-09-21
"Krakow";"milkowskiego";3;99.5;"10";799000;8031;"Podgorze";2010-09-09
"Krakow";"turniejowa";3;63.89;"1";470000;7357;"Podgorze Duchackie";2010-09-07
"Krakow";"kazimierza wielkiego";4;92;"1";730000;7935;"Krowodrza";2010-08-28
"Krakow";"smetna";3;66.41;"parter";442423;6662;"Bronowice";2010-08-21
"Krakow";"smetna";2;40.4;"2";309949;7673;"Bronowice";2010-08-21
"Krakow";"smetna";3;63.09;"parter";420306;6663;"Bronowice";2010-08-21
"Krakow";"piltza";2;43.11;"3";328000;7609;"Podgorze";2010-08-06
"Krakow";"elizy orzeszkowej";3;90;"2";750000;8334;"Stare Miasto";2010-08-05
"Krakow";"malwowa";3;66;"1";430000;6516;"Podgorze Duchackie";2010-08-03
"Krakow";"rakowicka";3;100.9;"2";695000;6889;"Pradnik Czerwony";2010-07-28
"Krakow";"ruczaj";2;52.66;"1";370000;7027;"Podgorze";2010-07-24
"Krakow";"osiedle mozarta siewna";1;34.5;"parter";250000;7247;"Pradnik Bialy";2010-07-21
"Krakow";"siewna";2;38;"parter";269000;7079;"Pradnik Bialy";2010-07-16
"Krakow";"powstancow";1;32.5;"parter";199000;6124;"Pradnik Czerwony";2010-07-05
"Krakow";"daliowa";1;50.5;"5";250000;4951;"Podgorze Duchackie";2010-06-18
"Krakow";"sw";3;97;"2";999000;10299;"Stare Miasto";2010-06-18
"Krakow";"glogera";3;69.22;"1";530000;7657;"Pradnik Bialy";2010-05-19
"Krakow";"zakopianska";2;59.5;"4";340000;5715;"Podgorze";2010-05-17
"Krakow";"wroclawska";2;39;"4";448000;11488;"Krowodrza";2010-05-14
"Krakow";"pietrusinskiego ";2;74.69;"2";582582;7800;"Debniki";2010-05-11
"Krakow";"kazimierza wielkiego";3;62;"3";520000;8388;"Krowodrza";2010-05-01
"Krakow";"raciborska";2;61;"5";442000;7246;"Podgorze";2010-04-15
"Krakow";"kliny";4;83;"1";450000;5422;"Podgorze";2010-04-11
"Krakow";"zdrowa";1;30;"parter";215000;7167;"Krowodrza";2010-04-03
"Krakow";"przy arce";3;47;"4";310000;6596;"Nowa Huta";2010-03-30
"Krakow";"obozowa";2;59;"parter";457000;7746;"Podgorze";2010-03-26
"Krakow";"pietrusinskiego ";2;57.21;"1";446238;7800;"Debniki";2010-02-22
"Krakow";"pietrusinskiego ";2;54.09;"1";421902;7800;"Debniki";2010-02-22
"Krakow";"krowoderskich zuchow";1;27.29;"9";221000;8099;"Krowodrza";2010-02-20
"Krakow";"centrum e";3;61.5;"2";430000;6992;"Nowa Huta";2010-02-18
"Krakow";"oswiecenia";3;72;"3";499900;6944;"Mistrzejowice";2010-02-18
"Krakow";"piastowska";4;236.37;"2";1990000;8420;"Zwierzyniec";2010-02-17
"Krakow";"aleja pokoju";1;27.06;"4";243000;8981;"Grzegorzki";2010-02-12
"Krakow";"";1;40;"parter";240000;6000;"Podgorze";2010-01-29
"Krakow";"krowoderska";5;92;"1";730000;7935;"Stare Miasto";2010-01-27
"Krakow";"zdunow";4;81;"3";469000;5791;"Lagiewniki";2009-10-22
"Krakow";"nuszkiewicza";2;48;"1";359000;7480;"Pradnik Czerwony";2009-09-03
"Krakow";"dobrego pasterza";2;44;"1";350000;7955;"Grzegorzki";2009-04-18
"Krakow";"kurdwanow";3;72;"5";399000;5542;"Podgorze Duchackie";2008-12-17
"Krakow";"lokietka";2;38;"4";280000;7369;"inne";2008-12-16
"Krakow";"halszki";1;39.8;"4";225000;5654;"Podgorze Duchackie";2008-10-18
"Krakow";"gutenberga";2;58;"";395000;6811;"Podgorze";2008-05-30
"Krakow";"centrum d";2;37.4;"4";239000;6391;"Nowa Huta";2011-09-14
"Krakow";"sloneczne";1;24;"3";170000;7084;"Nowa Huta";2011-09-14
"Krakow";"sw";3;100;"2";4500000;45000;"inne";2011-09-14
"Krakow";"";5;122;"1";1500000;12296;"Grzegorzki";2011-09-14
"Krakow";"";2;45.83;"1";420000;9165;"Grzegorzki";2011-09-14
"Krakow";"mistrzejowice nowe";2;52;"1";330000;6347;"Mistrzejowice";2011-09-14
"Krakow";"ugorek";2;51;"3";340000;6667;"Pradnik Czerwony";2011-09-14
"Krakow";"ostatnia";2;47;"8";377000;8022;"Pradnik Czerwony";2011-09-14
"Krakow";"mogilska";3;61;"1";470000;7705;"Grzegorzki";2011-09-14
"Krakow";"kijowska";3;56;"4";407000;7268;"Krowodrza";2011-09-14
"Krakow";"";3;52;"8";340000;6539;"Pradnik Czerwony";2011-09-14
"Krakow";"";2;40;"2";270000;6750;"Pradnik Bialy";2011-09-14
"Krakow";"";5;94;"2";250000;2660;"Grzegorzki";2011-09-14
"Krakow";"na skarpie";3;110;"5";433000;3937;"Nowa Huta";2011-09-14
"Krakow";"rydygiera";4;81;"parter";382000;4717;"Biezanow-Prokocim";2011-09-14
"Krakow";"ruczaj";3;70;"1";545000;7786;"Lagiewniki";2011-09-14
"Krakow";"okolica radzikowskiego";3;58;"4";364000;6276;"Krowodrza";2011-09-14
"Krakow";"okolica lokietka";2;36;"2";295000;8195;"Krowodrza";2011-09-14
"Krakow";"okolica krowoderskich zuchow";3;55;"7";374000;6800;"Krowodrza";2011-09-14
"Krakow";"za sklonem";4;102;"1";850000;8334;"Krowodrza";2011-09-14
"Krakow";"chodkiewicza";2;51;"parter";255000;5000;"Grzegorzki";2011-09-14
"Krakow";"kopernika";3;59.48;"2";930000;15636;"Stare Miasto";2011-09-14
"Krakow";"kopernika";3;79.1;"4";1575000;19912;"Stare Miasto";2011-09-14
"Krakow";"kopernika";3;89.15;"1";1395000;15648;"Stare Miasto";2011-09-14
"Krakow";"";1;33.8;"parter";237000;7012;"Podgorze";2011-09-14
"Krakow";"";2;33;"10";223000;6758;"Nowa Huta";2011-09-14
"Krakow";"";2;39;"5";185000;4744;"Nowa Huta";2011-09-14
"Krakow";"kobierzynska";3;63;"4";340000;5397;"Debniki";2011-09-14
"Krakow";"salezjanska";4;97;"";915000;9433;"Podgorze";2011-09-14
"Krakow";"rzeszowska";2;70;"3";450000;6429;"Stare Miasto";2011-09-14
"Krakow";"centrum a";1;39;"5";182000;4667;"Nowa Huta";2011-09-14
"Krakow";"sw";2;45.7;"4";439000;9607;"Stare Miasto";2011-09-14
"Krakow";"zawodzie";2;62;"2";360000;5807;"inne";2011-09-14
"Krakow";"emaus";3;97.5;"3";975000;10000;"Zwierzyniec";2011-09-14
"Krakow";"kordiana";2;35;"3";273000;7800;"Podgorze Duchackie";2011-09-14
"Krakow";"mistrzejowice nowe";2;52;"1";330000;6347;"Mistrzejowice";2011-09-14
"Krakow";"spoldzielcow";2;38;"10";215000;5658;"Podgorze";2011-09-14
"Krakow";"centrum a";2;39;"5";185000;4744;"Nowa Huta";2011-09-14
"Krakow";"hutnicze";2;48;"4";255000;5313;"Nowa Huta";2011-09-14
"Krakow";"na skarpie";3;73;"3";408000;5590;"Nowa Huta";2011-09-14
"Krakow";"strzelcow";1;33;"3";209000;6334;"Grzegorzki";2011-09-14
"Krakow";"kluzeka";3;46.5;"8";320000;6882;"Pradnik Bialy";2011-09-14
"Krakow";"";1;20;"1";120000;6000;"Podgorze Duchackie";2011-09-14
"Krakow";"";2;55;"3";545000;9910;"Grzegorzki";2011-09-14
"Krakow";"";4;218;"2";720000;3303;"Pradnik Bialy";2011-09-14
"Krakow";"piastow";2;45;"7";340000;7556;"Nowa Huta";2011-09-14
"Krakow";"dietla";2;71.4;"3";489000;6849;"Stare Miasto";2011-09-14
"Krakow";"wroclawska";3;58;"4";380000;6552;"Krowodrza";2011-09-14
"Krakow";"urzednicza";2;58;"parter";480000;8276;"Krowodrza";2011-09-14
"Krakow";"urzednicza";1;38;"3";280000;7369;"Krowodrza";2011-09-14
"Krakow";"lublanska";2;52.5;"3";358000;6820;"Pradnik Czerwony";2011-09-14
"Krakow";"kurdwanow";4;73;"1";520000;7124;"Podgorze";2011-09-14
"Krakow";"";3;46.5;"8";321000;6904;"Krowodrza";2011-09-14
"Krakow";"krowodrza gorka";1;30;"10";230000;7667;"Krowodrza";2011-09-14
"Krakow";"";2;46.68;"2";333000;7134;"Pradnik Czerwony";2011-09-14
"Krakow";"";2;35.5;"1";240000;6761;"Bienczyce";2011-09-14
"Krakow";"willowe";3;63.15;"parter";320000;5068;"Nowa Huta";2011-09-14
"Krakow";"kazimierzowskie";3;44;"3";235000;5341;"Nowa Huta";2011-09-14
"Krakow";"";3;47.1;"4";272000;5775;"Nowa Huta";2011-09-14
"Krakow";"";4;57;"3";375000;6579;"Krowodrza";2011-09-14
"Krakow";"jerzmanowskiego";2;41.6;"parter";245000;5890;"Podgorze";2011-09-14
"Krakow";"lipska";4;86;"4";480000;5582;"Podgorze";2011-09-14
"Krakow";"obozowa";3;77;"3";469000;6091;"Debniki";2011-09-14
"Krakow";"";2;54.9;"2";350000;6376;"Debniki";2011-09-14
